Day,Daily Discharge (m3/s),Daily SSC (mg/L),Upper SSC bound (+1SD),Lower SSC bound (-1SD),Ave fraction fines (based on two turbidimeters),Daily Suspended-Sediment Load (tonnes),Daily SS Load of fines (tonnes),Daily SS Load of sand (tonnes),Remarks,Daily Total gauged > 2-mm bedload (tonnes),Daily gauged bedload for 2-16mm particles (tonnes ),Daily gauged bedload for >16mm particles (tonnes ),Estimated daily ungauged bedload (tonnes),Total sediment discharge (tonnes),Release period,Project year
07/01/2014,41.37299359,32.30195724,40.98536791,25.45826706,0.695262947,115.6,80.4,35.2,NA,35.09994401,26.85145717,8.248486843,3.433389319,154.1333333,NA ,proj year 3
11/20/2013,41.39418957,2995.600137,3411.802176,2630.170133,0.597914927,10834,6481.8,4352.2,NA,151.03069,115.5384778,35.49221214,3460.302643,14445.33333,NA ,proj year 3
11/15/2014,41.39733982,312.714251,396.7780816,246.4606976,0.65247515,1119.4,730.3,389.1,NA,57.01444613,43.61605129,13.39839484,316.1188872,1492.533333,NA ,proj year 4
04/05/2012,41.4,682.9,1003.9,361.9,0.644,2440.3,1571.5,868.8,NA,NA,NA,NA,431,2871,Lake Aldwell release,proj year 1
06/30/2014,41.43711826,33.05293745,41.93822659,26.05014001,0.694853837,118.4,82.2,36.2,NA,16.4943473,12.61817568,3.876171615,22.97231937,157.8666667,NA ,proj year 3
06/22/2014,41.5028865,38.88925873,49.34346748,30.64994257,0.691418983,139.7,96.6,43.1,NA,103.9197414,79.49860216,24.42113922,-57.35307471,186.2666667,NA ,proj year 3
02/22/2014,41.56551516,2074.198582,2362.383132,1821.169351,0.586272059,7462.7,4375.6,3087.1,NA,0.239565054,0.183267266,0.056297788,2487.327102,9950.266667,NA ,proj year 3
07/07/2014,41.59111983,27.4583435,34.83969414,21.64085094,0.698055139,99.3,69.3,30,NA,51.27967094,39.22894827,12.05072267,-18.17967094,132.4,NA ,proj year 3
02/17/2013,41.6,593.1,871.8,314.3,0.744,2132,1585.3,546.8,NA,23.1,19.64,3.44,688,2843,Lake Mills release,proj year 2
04/25/2013,41.6,706,1037.8,374.2,0.706,2539.4,1793.2,746.2,NA,394.5,313.42,81.06,452,3386,Lake Mills release,proj year 2
01/17/2014,41.65117901,1913.539538,2179.402477,1680.10893,0.583846256,6882.8,4018.4,2864.4,NA,133.9407312,102.4646593,31.47607182,2160.325936,9177.066667,NA ,proj year 3
03/22/2012,41.7,255.7,375.9,135.5,0.59,920.7,543.1,377.6,NA,NA,NA,NA,162,1083,early removal,proj year 1
04/15/2012,41.7,601.6,884.3,318.8,0.664,2165.4,1438.9,726.5,NA,NA,NA,NA,382,2548,Lake Aldwell release,proj year 1
02/21/2013,41.7,510,749.7,270.3,0.814,1838.6,1496.9,341.7,NA,30.8,26.17,4.58,582,2451,Lake Mills release,proj year 2
04/24/2013,41.7,731.9,1076,387.9,0.704,2635.9,1854.5,781.5,NA,288.2,228.97,59.22,590,3515,Lake Mills release,proj year 2
09/28/2011,41.8,104.3,153.3,55.3,0.945,376.3,355.6,20.7,NA,NA,NA,NA,66,443,early removal,proj year 1
12/05/2011,41.8,164.9,242.4,87.4,0.779,595,463.7,131.3,NA,NA,NA,NA,105,700,early removal,proj year 1
02/19/2013,41.8,542.9,798.1,287.8,0.772,1962.9,1515.7,447.2,NA,9,7.66,1.34,645,2617,Lake Mills release,proj year 2
10/15/2012,42,2405.4,3535.9,1274.8,0.56,8718.9,4878.7,3840.2,NA,103.7,88.55,15.18,2803,11625,Lake Mills release,proj year 2
02/03/2013,42,855.5,1257.6,453.4,0.66,3106,2050.4,1055.6,NA,69.6,59.26,10.37,966,4141,Lake Mills release,proj year 2
02/14/2013,42,756,1111.4,400.7,0.723,2744.3,1984.2,760.1,NA,21.7,18.5,3.24,893,3659,Lake Mills release,proj year 2
01/16/2014,42.02770567,2370.45445,2699.800133,2081.285288,0.590516638,8614.7,5087.3,3527.4,NA,261.6721098,200.179164,61.4929458,2609.894557,11486.26667,NA ,proj year 3
01/15/2016,42.04436614,215.5196655,273.4556521,169.8583513,0.660574045,779.8,515.2,264.6,NA,NA,NA,NA,NA,779.8,NA ,proj year 5
12/27/2015,42.16074135,193.6792617,245.744112,152.645189,0.662733508,705.6,467.6,238,NA,NA,NA,NA,NA,705.6,NA ,proj year 5
04/02/2015,42.2423273,35.04729107,44.46870225,27.62195767,0.693771179,128.1,88.9,39.2,NA,3.937706063,3.012345138,0.925360925,38.76229394,170.8,NA ,proj year 4
06/21/2014,42.26705072,38.45710737,48.79514521,30.30934944,0.691949097,140.8,97.4,43.4,NA,93.01990623,71.16022827,21.85967796,-46.0865729,187.7333333,NA ,proj year 3
02/16/2012,42.3,99.4,146.1,52.7,0.887,363.3,322.2,41,NA,NA,NA,NA,64,427,early removal,proj year 1
02/04/2013,42.3,758.7,1115.3,402.1,0.673,2769.8,1863.2,906.5,NA,87.2,74.2,12.98,836,3693,Lake Mills release,proj year 2
02/11/2013,42.3,974.8,1432.9,516.6,0.615,3565.7,2194.2,1371.5,NA,21.6,18.42,3.22,1167,4754,Lake Mills release,proj year 2
02/04/2015,42.30258785,174.8781555,221.8888933,137.8274001,0.664300788,639,424.5,214.5,NA,21.42875162,16.39299499,5.035756632,191.5712484,852,NA ,proj year 4
01/26/2013,42.4,1405,2065.3,744.6,0.612,5150.5,3151,1999.4,NA,75.6,65.17,10.43,1641,6867,Lake Mills release,proj year 2
02/15/2013,42.4,654.6,962.2,346.9,0.736,2398.5,1766.3,632.2,NA,29.3,24.95,4.37,770,3198,Lake Mills release,proj year 2
06/23/2014,42.49880545,33.68413686,42.73910498,26.54760965,0.694370041,123.8,86,37.8,NA,124.9483728,95.58550516,29.3628676,-83.68170609,165.0666667,NA ,proj year 3
11/26/2015,42.55662914,596.5339016,743.2503632,478.7790405,0.579878087,2192.7,1271.5,921.2,NA,NA,NA,NA,NA,2192.7,NA ,proj year 5
01/15/2012,42.6,123.4,181.4,65.4,0.851,454.4,386.6,67.8,NA,NA,NA,NA,80,535,early removal,proj year 1
04/14/2012,42.6,446.9,656.9,236.8,0.687,1643.3,1128.5,514.8,NA,NA,NA,NA,290,1933,Lake Aldwell release,proj year 1
01/25/2013,42.6,1753,2577,929.1,0.589,6454.3,3801.8,2652.5,NA,169.4,146.07,23.37,1982,8606,Lake Mills release,proj year 2
02/22/2015,42.79733528,135.4834984,171.9041663,106.779136,0.669042986,500.9,335.2,165.7,NA,1.360568694,1.040835051,0.319733643,165.606098,667.8666667,NA ,proj year 4
06/14/2016,42.80885568,27.93992833,35.45073858,22.02040426,0.697289692,103.2,72,31.2,NA,NA,NA,NA,NA,103.2,NA ,proj year 5
06/17/2014,42.98423764,64.7246186,82.12388761,51.01166512,0.68234715,240.4,164,76.4,NA,212.2300139,162.3559606,49.87405327,-132.0966806,320.5333333,NA ,proj year 3
03/21/2012,43,420.3,617.8,222.8,0.646,1560.8,1007.7,553.1,NA,NA,NA,NA,275,1836,early removal,proj year 1
07/31/2012,43,177,260.1,93.8,0.778,657.5,511.6,145.8,NA,NA,NA,NA,116,774,summer 1,proj year 1
06/13/2016,43.06879679,26.70018531,33.8777279,21.04332078,0.69852997,99.3,69.4,29.9,NA,NA,NA,NA,NA,99.3,NA ,proj year 5
02/10/2013,43.1,940,1381.7,498.2,0.627,3496.4,2193.1,1303.3,NA,26.2,22.31,3.9,1139,4662,Lake Mills release,proj year 2
02/12/2013,43.1,859.4,1263.4,455.5,0.603,3199.3,1930.3,1269.1,NA,20.2,17.17,3.01,1046,4266,Lake Mills release,proj year 2
06/24/2014,43.17841051,32.97029255,41.83336508,25.98500476,0.694807599,123.2,85.6,37.6,NA,140.7998222,107.711864,33.08795821,-99.73315549,164.2666667,NA ,proj year 3
08/06/2012,43.2,143.3,210.7,75.9,0.82,534.6,438.5,96.1,NA,NA,NA,NA,94,629,summer 1,proj year 1
02/08/2012,43.4,115.4,169.6,61.1,0.857,432.5,370.6,61.9,NA,NA,NA,NA,76,509,early removal,proj year 1
02/15/2012,43.4,100.1,147.1,53,0.89,375.5,334.3,41.2,NA,NA,NA,NA,66,442,early removal,proj year 1
02/09/2013,43.4,994.8,1462.4,527.3,0.622,3733.1,2321.4,1411.7,NA,65.8,55.98,9.8,1179,4977,Lake Mills release,proj year 2
02/16/2013,43.5,574.7,844.7,304.6,0.741,2160.6,1601.1,559.4,NA,50,42.59,7.45,670,2881,Lake Mills release,proj year 2
02/20/2013,43.5,527.8,775.8,279.7,0.784,1983.3,1554.1,429.2,NA,6.7,5.71,1,654,2644,Lake Mills release,proj year 2
07/03/2014,43.58084249,39.49807233,50.11594232,31.1297692,0.690950584,151.6,104.7,46.9,NA,131.4021628,100.5226546,30.87950827,-80.86882951,202.1333333,NA ,proj year 3
06/12/2016,43.59494265,23.76967748,30.15944109,18.73368826,0.700781727,89.3,62.6,26.7,NA,NA,NA,NA,NA,89.3,NA ,proj year 5
04/12/2012,43.6,478.2,703,253.5,0.682,1802.9,1229.5,573.4,NA,NA,NA,NA,318,2121,Lake Aldwell release,proj year 1
04/19/2012,43.6,3007.6,4421.1,1594,0.44,11337,4989.6,6347.5,NA,NA,NA,NA,2001,13338,Lake Aldwell release,proj year 1
10/18/2014,43.62608152,983.5830202,1120.239863,863.5967968,0.564028144,3850,2175.6,1674.4,NA,193.8223947,148.2741319,45.54826275,1089.510939,5133.333333,NA ,proj year 4
02/14/2014,43.65893624,4354.193005,4959.154923,3823.029734,0.609879766,16583.4,10118.8,6464.6,NA,0.601168378,0.459893809,0.141274569,5527.198832,22111.2,NA ,proj year 3
07/30/2012,43.7,203.4,298.9,107.8,0.758,768.5,582.3,186.2,NA,NA,NA,NA,136,904,summer 1,proj year 1
05/23/2013,43.8,2925.8,4300.9,1550.7,0.561,11065,6203.8,4861.2,NA,1691.9,1241.84,450.03,1996,14753,Lake Mills release,proj year 2
02/03/2015,43.82048642,155.9898243,197.9230017,122.9408662,0.666223733,589.8,393,196.8,NA,33.30602115,25.47910618,7.82691497,163.2939788,786.4,NA ,proj year 4
06/26/2014,43.89872925,28.5835473,36.26737518,22.52766218,0.697538114,108.6,75.8,32.8,NA,134.472349,102.871347,31.60100202,-98.27234903,144.8,NA ,proj year 3
12/26/2015,43.987176,219.5314586,278.5458953,173.0201814,0.660451876,836,552.1,283.9,NA,NA,NA,NA,NA,836,NA ,proj year 5
02/24/2013,44,511,751.2,270.8,0.836,1942.2,1624.3,317.9,NA,29.9,25.49,4.46,617,2590,Lake Mills release,proj year 2
01/16/2016,44.08360787,284.527069,361.0136226,224.2454243,0.654932595,1100,720.1,379.9,NA,NA,NA,NA,NA,1100,NA ,proj year 5
02/29/2012,44.1,115.9,170.4,61.4,0.844,441.2,372.6,68.6,NA,NA,NA,NA,78,519,early removal,proj year 1
10/30/2012,44.1,4070,5982.8,2157.1,0.531,15520.2,8239.4,7280.8,NA,98.8,84.32,14.46,5075,20694,Lake Mills release,proj year 2
06/18/2014,44.1492749,60.6497324,76.95359069,47.80010923,0.683536943,231.8,158.4,73.4,NA,251.1494274,192.1293119,59.02011543,-173.8827607,309.0666667,NA ,proj year 3
02/22/2013,44.2,571.8,840.5,303,0.769,2182.8,1678.6,504.2,NA,38.1,32.46,5.68,689,2910,Lake Mills release,proj year 2
10/05/2013,44.43746625,1499.064077,1707.340715,1316.19488,0.576258663,5754.8,3316.2,2438.6,NA,115.2476298,88.16443679,27.083193,1803.019037,7673.066667,NA ,proj year 3
11/25/2015,44.57593474,685.833812,854.5134291,550.451288,0.581757289,2642.1,1537.1,1105,NA,NA,NA,NA,NA,2642.1,NA ,proj year 5
06/19/2014,44.62531163,54.45451348,69.0929733,42.91744727,0.685487313,210.2,144.1,66.1,NA,200.0619438,153.047387,47.0145568,-129.9952772,280.2666667,NA ,proj year 3
11/13/2012,44.7,3249.1,4776.1,1722,0.529,12541.7,6630.6,5911.1,NA,100.9,86.47,14.41,4080,16722,Lake Mills release,proj year 2
07/02/2014,44.73295107,41.79977196,53.03638474,32.94381667,0.690411897,162,111.8,50.2,NA,133.2785296,101.9580752,31.32045446,-79.27852961,216,NA ,proj year 3
06/25/2014,44.75684809,36.4979504,46.30932775,28.76527144,0.692768624,142,98.4,43.6,NA,184.5634,141.191001,43.372399,-137.2300667,189.3333333,NA ,proj year 3
04/02/2012,44.8,1604.9,2359.2,850.6,0.58,6209.7,3599.5,2610.2,NA,NA,NA,NA,1096,7306,Lake Aldwell release,proj year 1
02/07/2012,44.9,132.1,194.2,70,0.834,512.2,427.1,85.1,NA,NA,NA,NA,90,603,early removal,proj year 1
12/02/2015,44.94589169,484.4968279,603.6579687,388.8579103,0.577300602,1894.8,1094,800.8,NA,NA,NA,NA,NA,1894.8,NA ,proj year 5
02/25/2014,44.99509086,1393.55081,1587.167668,1223.553061,0.574165959,5409.7,3105.8,2303.9,NA,0.295850614,0.22632572,0.069524894,1802.937483,7212.933333,NA ,proj year 3
03/20/2012,45,248.8,365.7,131.8,0.74,967.1,715.8,251.3,NA,NA,NA,NA,171,1138,early removal,proj year 1
04/04/2012,45,959,1409.7,508.3,0.616,3724.7,2293.8,1430.9,NA,NA,NA,NA,657,4382,Lake Aldwell release,proj year 1
02/08/2013,45,1037.8,1525.5,550,0.633,4036.6,2554.4,1482.2,NA,84.3,71.71,12.55,1261,5382,Lake Mills release,proj year 2
02/02/2015,45.00855337,154.6405739,196.2110459,121.8774763,0.666579282,601.9,401.2,200.7,NA,37.60794834,28.77008048,8.837867859,163.025385,802.5333333,NA ,proj year 4
02/28/2012,45.1,114.4,168.1,60.6,0.85,446,378.9,67.1,NA,NA,NA,NA,79,525,early removal,proj year 1
04/28/2013,45.1,1081.8,1590.3,573.4,0.645,4216.3,2718.3,1498,NA,1553.6,1234.35,319.23,-148,5622,Lake Mills release,proj year 2
01/13/2012,45.3,145.4,213.8,77.1,0.827,568.7,470.6,98.1,NA,NA,NA,NA,100,669,early removal,proj year 1
01/14/2012,45.3,135.9,199.8,72,0.837,531.5,444.8,86.7,NA,NA,NA,NA,94,625,early removal,proj year 1
04/03/2012,45.3,1119,1645,593.1,0.604,4375.5,2644.5,1731,NA,NA,NA,NA,772,5148,Lake Aldwell release,proj year 1
04/13/2012,45.3,492.3,723.7,260.9,0.679,1927.4,1309.6,617.8,NA,NA,NA,NA,340,2268,Lake Aldwell release,proj year 1
02/05/2013,45.3,848.1,1246.7,449.5,0.661,3316.2,2191.9,1124.4,NA,97.3,82.83,14.5,1008,4422,Lake Mills release,proj year 2
02/06/2013,45.3,960.5,1412,509.1,0.648,3763.3,2440,1323.3,NA,105,89.36,15.64,1149,5018,Lake Mills release,proj year 2
04/01/2015,45.30111139,45.5418546,57.78441387,35.8930788,0.688908316,178.6,123,55.6,NA,10.0138025,7.660558912,2.353243587,49.51953083,238.1333333,NA ,proj year 4
10/06/2013,45.33690824,1142.813743,1301.59375,1003.403137,0.56804288,4488.9,2550.3,1938.6,NA,107.7980328,82.46549512,25.33253772,1388.501967,5985.2,NA ,proj year 3
02/01/2015,45.37527569,204.6619898,259.6792166,161.3010492,0.661614611,802.2,530.7,271.5,NA,27.35266008,20.92478496,6.427875119,240.0473399,1069.6,NA ,proj year 4
12/04/2011,45.4,165.1,242.7,87.5,0.771,648.4,500.2,148.2,NA,NA,NA,NA,114,763,early removal,proj year 1
04/18/2012,45.4,3329.6,4894.5,1764.7,0.443,13064.3,5781.9,7282.3,NA,NA,NA,NA,2305,15370,Lake Aldwell release,proj year 1
04/23/2013,45.4,784.2,1152.7,415.6,0.685,3073.3,2105.2,968.1,NA,308.1,244.77,63.3,716,4098,Lake Mills release,proj year 2
06/16/2014,45.46150773,53.83108153,68.3019504,42.42609942,0.685819129,211.4,145,66.4,NA,494.254224,378.1044813,116.1497426,-423.7875573,281.8666667,NA ,proj year 3
05/26/2013,45.5,2006.1,2949,1063.2,0.593,7878.6,4675.8,3202.8,NA,963.8,707.43,256.37,1662,10505,Lake Mills release,proj year 2
06/29/2014,45.53667142,38.3396508,48.64611398,30.21677794,0.691845943,152.2,105.3,46.9,NA,86.12385357,65.88474798,20.23910559,-35.39052024,202.9333333,NA ,proj year 3
02/21/2015,45.54705398,163.5554176,207.5223775,128.9035667,0.665700796,644.7,429.1,215.6,NA,2.792764822,2.136465089,0.656299733,212.1072352,859.6,NA ,proj year 4
11/14/2014,45.58401242,448.2161994,510.490364,393.5387925,0.59454588,1769.8,1051.6,718.2,NA,95.07766341,72.73441251,22.3432509,494.8556699,2359.733333,NA ,proj year 4
01/24/2013,45.6,1459.6,2145.6,773.6,0.606,5754.9,3489.1,2265.8,NA,149.7,129.04,20.65,1769,7673,Lake Mills release,proj year 2
01/31/2015,45.66635267,234.296539,297.2801239,184.6570416,0.659154597,924.1,609.1,315,NA,58.2595624,44.56856524,13.69099716,249.7737709,1232.133333,NA ,proj year 4
06/27/2014,45.75276704,38.03208238,48.25586502,29.97437284,0.692110252,150.9,104.4,46.5,NA,205.0525465,156.8651981,48.18734842,-154.7525465,201.2,NA ,proj year 3
02/21/2012,45.8,110.3,162.2,58.5,0.861,436.4,375.9,60.5,NA,NA,NA,NA,77,513,early removal,proj year 1
10/08/2013,45.85267218,1050.130906,1196.033765,922.0265785,0.56574223,4198.7,2376.6,1822.1,NA,423.1182693,323.685476,99.43279328,976.4483974,5598.266667,NA ,proj year 3
11/15/2012,45.9,2903.2,4267.7,1538.7,0.549,11516.2,6318.5,5197.7,NA,102.9,88.18,14.7,3736,15355,Lake Mills release,proj year 2
01/23/2013,46,1072.8,1577,568.6,0.575,4262.3,2451.8,1810.5,NA,135.2,116.51,18.64,1286,5683,Lake Mills release,proj year 2
02/21/2014,46.00141386,2460.517987,2802.376898,2160.362073,0.59155585,9781.6,5786.4,3995.2,NA,0.33746451,0.25816035,0.07930416,3260.195869,13042.13333,NA ,proj year 3
04/16/2012,46.1,2168.8,3188.1,1149.4,0.595,8637,5142.3,3494.8,NA,NA,NA,NA,1524,10161,Lake Aldwell release,proj year 1
03/24/2015,46.10685514,137.4974009,174.4594459,108.3663608,0.66837079,550.4,367.8,182.6,NA,68.81863762,52.64625778,16.17237984,114.648029,733.8666667,NA ,proj year 4
04/05/2014,46.13315571,315.5927849,400.4304228,248.7293676,0.654093153,1258.8,823.4,435.4,NA,131.4113768,100.5297032,30.88167354,288.1886232,1678.4,NA ,proj year 3
06/11/2016,46.1567719,19.91565956,25.26938625,15.69620615,0.704175806,79.2,55.8,23.4,NA,NA,NA,NA,NA,79.2,NA ,proj year 5
03/29/2015,46.17355584,69.25435334,87.87130543,54.58170255,0.6810677,277.5,189,88.5,NA,173.4110903,132.6594841,40.75160623,-80.91109033,370,NA ,proj year 4
03/27/2015,46.19356605,104.0443772,132.0135819,82.00089919,0.67332697,417.8,281.3,136.5,NA,139.6145905,106.8051617,32.80942876,-0.347923806,557.0666667,NA ,proj year 4
11/05/2012,46.2,3517.9,5171.3,1864.5,0.534,14045.5,7507,6538.6,NA,111,95.18,15.86,4571,18727,Lake Mills release,proj year 2
01/22/2013,46.2,740.3,1088.3,392.4,0.549,2957.5,1622.3,1335.2,NA,140.7,121.32,19.41,845,3943,Lake Mills release,proj year 2
02/09/2012,46.5,115.8,170.2,61.4,0.857,465.3,398.7,66.7,NA,NA,NA,NA,82,547,early removal,proj year 1
02/23/2013,46.5,547.7,805.2,290.3,0.816,2201.5,1796,405.5,NA,11.3,9.65,1.69,723,2935,Lake Mills release,proj year 2
05/22/2013,46.5,3467,5096.5,1837.5,0.561,13937.4,7814.6,6122.8,NA,2279.4,1673.09,606.32,2366,18583,Lake Mills release,proj year 2
01/17/2015,46.51936882,289.4662763,367.2805875,228.138181,0.649904591,1167.3,758,409.3,NA,247.7275055,189.5115417,58.2159638,141.3724945,1556.4,NA ,proj year 4
02/06/2012,46.6,136.5,200.7,72.4,0.827,550.2,455.3,94.9,NA,NA,NA,NA,97,647,early removal,proj year 1
03/28/2012,46.6,1458.3,2143.7,772.9,0.59,5875.4,3464.1,2411.4,NA,NA,NA,NA,1037,6912,Lake Aldwell release,proj year 1
11/12/2012,46.6,3274.3,4813.2,1735.4,0.536,13186.8,7072.6,6114.2,NA,111.7,95.72,15.95,4284,17582,Lake Mills release,proj year 2
06/20/2014,46.60775406,60.74158907,77.07014027,47.87250458,0.683331068,246.1,168.1,78,NA,291.4275754,222.9420952,68.48548022,-209.3942421,328.1333333,NA ,proj year 3
01/15/2014,46.74595123,2872.694079,3271.819823,2522.257252,0.596486066,11598.3,6918.1,4680.2,NA,565.112011,432.3106884,132.8013226,3300.987989,15464.4,NA ,proj year 3
10/11/2011,46.8,103.7,152.4,54.9,0.953,419.5,399.8,19.7,NA,NA,NA,NA,74,494,early removal,proj year 1
04/14/2014,46.80663243,185.5760919,235.4626484,146.2588063,0.66343646,750.4,497.8,252.6,NA,139.9503768,107.0620382,32.88833854,110.1829566,1000.533333,NA ,proj year 3
02/15/2014,46.87984296,4918.614616,5601.996021,4318.598166,0.614532578,20675,12734.4,7940.6,NA,0.513330118,0.39269754,0.120632578,6891.153337,27566.66667,NA ,proj year 3
04/15/2014,46.88664947,161.6598922,205.117297,127.4096389,0.665891985,655.4,436.4,219,NA,141.0566263,107.9083192,33.14830719,77.41004032,873.8666667,NA ,proj year 3
02/19/2012,46.9,112.2,165,59.5,0.864,454.4,392.7,61.7,NA,NA,NA,NA,80,535,early removal,proj year 1
01/30/2015,46.9392127,273.3846151,346.8758548,215.4636788,0.652387287,1109.5,723.8,385.7,NA,121.7991095,93.17631876,28.62279073,248.0342238,1479.333333,NA ,proj year 4
04/16/2014,46.98333672,150.0509681,190.3876625,118.2602524,0.667137008,609.3,406.5,202.8,NA,85.08923961,65.09326831,19.99597131,118.0107604,812.4,NA ,proj year 3
02/26/2013,47,492.9,724.5,261.2,0.882,2000.6,1764.7,235.9,NA,9.9,8.43,1.48,657,2667,Lake Mills release,proj year 2
04/13/2014,47.03334737,158.8509702,201.5532808,125.1958323,0.666270741,645.8,430.3,215.5,NA,143.7056086,109.9347906,33.77081802,71.56105809,861.0666667,NA ,proj year 3
07/29/2012,47.1,216.1,317.7,114.6,0.754,879.5,663.4,216.1,NA,NA,NA,NA,155,1035,summer 1,proj year 1
01/18/2013,47.1,702.9,1033.2,372.5,0.648,2861.9,1853.2,1008.7,NA,110.8,95.55,15.29,843,3816,Lake Mills release,proj year 2
03/15/2015,47.11737067,400.0098181,507.540439,315.261292,0.596851883,1639,976.9,662.1,NA,133.6697897,102.2573891,31.41240059,412.6635436,2185.333333,NA ,proj year 4
03/25/2015,47.16072612,124.8000161,158.3487508,98.35912158,0.669990724,520.3,348.4,171.9,NA,82.46625103,63.08668204,19.37956899,90.9670823,693.7333333,NA ,proj year 4
07/11/2013,47.2,198.9,292.3,105.4,0.77,811.3,624.6,186.7,NA,466.1,372.74,93.32,-196,1082,summer 2,proj year 2
11/16/2012,47.3,3168.7,4657.9,1679.4,0.541,12955.5,7014.9,5940.5,NA,116.2,99.58,16.6,4202,17274,Lake Mills release,proj year 2
04/26/2013,47.3,777.5,1142.9,412.1,0.692,3180.4,2200.9,979.5,NA,682.9,542.54,140.31,377,4241,Lake Mills release,proj year 2
02/26/2014,47.38132165,1316.960391,1499.935946,1156.305824,0.57252102,5394.7,3088.7,2306,NA,0.22967439,0.175700908,0.053973482,1798.003659,7192.933333,NA ,proj year 3
02/27/2012,47.4,120.9,177.8,64.1,0.843,494.9,417,77.8,NA,NA,NA,NA,87,582,early removal,proj year 1
01/03/2015,47.42903057,171.6839662,217.8360421,135.3099513,0.664390042,703.6,467.5,236.1,NA,30.8124917,23.57155615,7.24093555,203.7208416,938.1333333,NA ,proj year 4
11/14/2012,47.5,3713.1,5458.3,1968,0.533,15227.1,8121.9,7105.2,NA,116,99.47,16.58,4960,20303,Lake Mills release,proj year 2
01/03/2013,47.5,854.6,1256.2,452.9,0.647,3505.9,2268.1,1237.8,NA,6.6,5.66,0.91,1162,4675,Lake Mills release,proj year 2
06/15/2014,47.51285022,60.55286462,76.83068292,47.72376445,0.683684402,248.7,170,78.7,NA,478.5614341,366.0994971,112.461937,-395.6614341,331.6,NA ,proj year 3
01/13/2015,47.7022623,329.6324516,418.2442321,259.7945047,0.648307039,1358.1,880.4,477.7,NA,76.07225059,58.1952717,17.87697889,376.6277494,1810.8,NA ,proj year 4
01/12/2015,47.74891162,422.380171,535.9243893,332.8921252,0.597109407,1745.5,1041.2,704.3,NA,173.0509603,132.3839846,40.66697566,408.7823731,2327.333333,NA ,proj year 4
01/19/2013,47.8,653.5,960.6,346.3,0.654,2698.5,1764.9,933.6,NA,96.1,82.83,13.25,803,3598,Lake Mills release,proj year 2
04/12/2014,47.853522,168.8892698,214.2900756,133.1073564,0.665182665,698.4,464.6,233.8,NA,158.4108174,121.1842753,37.22654209,74.3891826,931.2,NA ,proj year 3
02/14/2012,47.9,100.3,147.5,53.2,0.89,415.5,370,45.5,NA,NA,NA,NA,73,489,early removal,proj year 1
01/04/2013,48,781.5,1148.8,414.2,0.652,3239.6,2112.1,1127.5,NA,6.6,5.65,0.9,1073,4319,Lake Mills release,proj year 2
04/27/2013,48.1,941.8,1384.5,499.2,0.657,3916,2574,1342,NA,1045.7,830.87,214.88,260,5221,Lake Mills release,proj year 2
04/07/2014,48.10690928,274.4817701,348.2679469,216.3283838,0.656566054,1141.8,749.7,392.1,NA,168.641491,129.0107406,39.63075039,211.958509,1522.4,NA ,proj year 3
12/25/2015,48.15352691,283.562745,359.7900691,223.4854079,0.65336908,1182.7,772.5,410.2,NA,NA,NA,NA,NA,1182.7,NA ,proj year 5
01/20/2013,48.2,711.1,1045.3,376.9,0.474,2960.1,1402.4,1557.7,NA,97.4,83.99,13.44,889,3947,Lake Mills release,proj year 2
04/23/2014,48.20693058,166.7312022,211.5518764,131.4065102,0.665354108,695.7,462.9,232.8,NA,93.97223774,71.88876187,22.08347587,137.9277623,927.6,NA ,proj year 3
04/03/2014,48.21359866,NA,NA,NA,NA,2000,1000,1000,Estimated,169.2519428,129.4777363,39.77420657,497.4147238,2666.666667,NA ,proj year 3
05/25/2016,48.27448511,10.73889769,13.62572768,8.463689159,0.715973204,44.8,32.1,12.7,NA,NA,NA,NA,NA,44.8,NA ,proj year 5
05/28/2016,48.29051036,15.57998425,19.7681949,12.27911352,0.708461504,65.3,46.3,19,NA,NA,NA,NA,NA,65.3,NA ,proj year 5
07/28/2012,48.3,197.3,290,104.5,0.765,823.8,630.1,193.6,NA,NA,NA,NA,145,969,summer 1,proj year 1
04/21/2013,48.3,1120.7,1647.4,594,0.641,4681.2,2998.7,1682.5,NA,634.1,503.81,130.3,926,6242,Lake Mills release,proj year 2
06/28/2014,48.31459629,46.51929413,59.02460865,36.66343201,0.688473278,194.5,133.9,60.6,NA,348.4511994,266.5651675,81.88603185,-283.617866,259.3333333,NA ,proj year 3
02/12/2014,48.33379459,5950.586185,6777.347431,5224.680645,0.621163122,25699.1,15983.2,9715.9,NA,1.055630206,0.807557108,0.248073098,8565.311036,34265.46667,NA ,proj year 3
04/29/2014,48.38363487,115.0853371,146.0225721,90.70265382,0.672020974,481.6,323.6,158,NA,404.3670271,309.3407758,95.02625138,-243.8336938,642.1333333,NA ,proj year 3
06/10/2016,48.47431914,16.65975318,21.13822727,13.130116,0.707611438,69.6,49.2,20.4,NA,NA,NA,NA,NA,69.6,NA ,proj year 5
07/25/2012,48.5,223.6,328.7,118.5,0.752,937.8,705.1,232.7,NA,NA,NA,NA,165,1103,summer 1,proj year 1
05/31/2016,48.56614479,34.8975374,44.27869181,27.50393173,0.692186488,146.6,101.5,45.1,NA,NA,NA,NA,NA,146.6,NA ,proj year 5
10/13/2011,48.6,121.8,179,64.5,0.934,511.6,477.6,33.9,NA,NA,NA,NA,90,602,early removal,proj year 1
